"","method","TP","TN","FP","FN","performance","best.model"
"88","SVM.l2","12","0","4","0",NA,"kernel: rbfdot C: 0.25"
"89","SVM.l2","12","0","4","0",NA,"kernel: rbfdot C: 0.25"
"90","SVM.l2","11","0","4","0",NA,"kernel: rbfdot C: 0.25"
"91","SVM.unifrac","12","0","4","0",NA,"kernel: matrix C: 0.25"
"92","SVM.unifrac","12","0","4","0",NA,"kernel: matrix C: 0.25"
"93","SVM.unifrac","12","0","4","0",NA,"kernel: matrix C: 0.25"
"94","SVM.unifrac","12","0","4","0",NA,"kernel: matrix C: 0.25"
"95","SVM.unifrac","12","0","4","0",NA,"kernel: matrix C: 0.25"
"96","SVM.unifrac","12","0","4","0",NA,"kernel: matrix C: 0.25"
"97","SVM.unifrac","12","0","4","0",NA,"kernel: matrix C: 0.25"
"98","SVM.unifrac","12","0","4","0",NA,"kernel: matrix C: 0.25"
"99","SVM.unifrac","12","0","4","0",NA,"kernel: matrix C: 0.5"
"100","SVM.unifrac","11","0","4","0",NA,"kernel: rbfdot C: 2"
